"loan_amount","annual_income","debt_to_income","term","interest_rate"
15000,50000,14.2,36,14.08
15000,160000,10.4,36,9.44
10000,65000,22.5,36,16.02
11000,40000,16.2,36,13.59
1800,30000,19.8,36,10.9
1000,22000,29.4,36,19.03
21000,43000,35.5,36,10.91
8000,120000,12,36,12.62
14400,67000,24.9,60,16.01
8000,23666,35.9,36,11.99
40000,125000,16.2,60,12.62
40000,140000,9.5,36,7.96
35000,150000,22.7,60,12.62
13000,55000,23.5,60,9.43
5000,90000,4.9,36,7.34
1200,50000,4.9,36,9.93
18000,44200,3.4,60,12.62
18500,55000,23.9,60,11.98
16000,80000,13.6,60,11.98
10000,49200,30.6,36,20
35000,50000,41.5,60,9.93
19000,115000,12.4,36,7.97
25000,121000,8.5,60,15.04
13500,78000,15.1,36,6.07
24000,1e+05,23.2,60,24.85
9600,80000,20.8,36,10.9
10000,35000,12.8,36,6.08
24000,120000,13,36,11.98
14200,68400,13.2,36,16.02
40000,125000,12.3,60,14.07
7000,24000,6,36,7.35
10000,43000,23,36,10.42
16000,52000,10.6,60,20.39
12000,91000,12.3,36,9.44
7000,76000,5.4,36,12.62
7000,58500,28.8,36,5.31
24000,110000,20.2,60,13.59
24000,30000,38.1,60,14.08
29000,38000,15.1,60,9.93
35000,132400,10.4,36,14.08
27900,62000,19.8,36,16.02
3600,60000,16.3,36,6.08
4800,52000,20.5,36,6.07
4000,21800,8.8,36,7.97
7825,35000,26.6,36,5.31
18000,130000,16.7,60,21.45
12000,45000,23,36,16.02
40000,75000,18,36,9.44
12800,35000,35.6,60,23.88
10000,128000,11.6,36,5.32
20000,115000,22.8,36,7.34
12000,60000,20,36,10.9
18000,140000,11.5,60,11.98
22000,56000,14,60,9.93
16000,77000,33.8,36,19.42
35000,130000,9.8,36,14.07
25000,90000,20.8,60,15.04
12500,40552,19.1,36,7.97
15000,52000,18,60,16.02
1000,34000,28.3,36,18.06
30000,135000,29.6,36,10.91
25000,90000,20.4,60,9.43
5000,140000,14.7,36,13.59
3000,79700,20.3,36,7.97
10000,27976,18.2,36,15.04
28000,65000,14.7,60,25.81
12000,70000,24.6,60,19.42
17000,82000,18.4,60,24.85
15700,99000,9.9,60,29.69
15000,67000,13.6,60,18.06
4800,33395,20.9,36,14.07
30000,72000,27,36,17.09
30000,38000,4.3,60,19.42
36000,52140,47.4,60,11.99
39275,180000,9,36,10.9
15575,68810,14.9,60,11.98
10000,125000,8.4,60,21.85
6000,165000,12,36,9.44
25375,65000,8.5,60,12.62
25000,124000,18.1,36,15.05
7000,90000,16.7,36,7.35
22000,55000,29.6,60,23.87
35000,96000,10.1,36,12.61
10000,24482,9.1,36,9.92
35000,198000,24.7,60,15.05
5000,71000,18.8,36,9.43
32000,65000,33.4,36,16.02
40000,130000,2.8,60,7.34
3000,37000,0.8,36,9.43
10400,30000,11.2,36,10.9
7000,60000,23,36,23.87
24000,80000,31,36,10.42
9600,30720,37.8,36,17.09
20000,40000,14.6,36,6.07
18000,29250,13.7,36,9.43
18000,50000,29.4,60,13.58
40000,132300,3.5,60,11.99
17500,79000,11,36,11.98
35000,80000,3.8,36,5.32
35000,90000,25.3,60,12.62
24000,63000,7.5,60,15.05
19000,85000,17.8,60,7.35
20000,50000,23.9,60,15.04
3600,34500,13.1,36,19.42
6000,35000,29.2,36,6.71
9000,110000,15.3,36,5.31
32000,101760,14.4,60,12.61
6400,65000,21.1,36,9.44
30000,39000,7.2,60,21.45
17000,110000,7.9,36,6.72
8000,48000,39.2,36,13.58
12000,64865,27.9,36,9.93
20000,89400,18,60,10.42
30000,104000,2.2,60,10.42
25000,50000,17.4,36,9.43
40000,52000,44.8,36,10.41
30000,66000,9.5,60,14.08
10000,65000,11.5,36,6.72
4000,27684,28.4,36,12.61
3700,25100,22.9,36,15.04
5000,33000,3.9,36,9.92
32000,82000,19.9,60,21.85
40000,71000,43.2,36,5.32
10000,60000,13.3,36,9.92
10000,132000,9.4,36,5.31
24000,63000,28.3,36,6.07
14000,50000,27.8,60,16.02
9000,35000,38.8,36,18.06
18000,70000,17.3,36,20
36000,60000,26.9,60,10.9
25000,57000,28.2,36,7.34
25000,20000,0,60,17.09
11200,48000,31.4,36,6.72
5000,53000,11.1,36,5.31
40000,130000,21.2,60,15.05
17000,51000,16,36,11.99
7500,40000,28.5,36,7.97
4075,15000,20.5,36,20
15000,80000,28.5,36,10.42
1200,39000,34,36,10.41
22000,66000,22.3,36,7.96
40000,124000,18.8,36,11.98
40000,84000,10.4,36,9.93
3000,39900,5.9,36,13.59
17000,1e+05,7.6,36,6.07
7200,65000,4.2,36,7.96
22000,170000,11.6,60,30.17
35000,90000,8.8,36,7.96
3500,20000,1.5,36,7.35
15000,90666,19.9,36,9.43
1000,33000,14.6,36,10.91
33000,104000,21.5,36,10.42
8400,90000,10.4,36,13.59
20000,125000,15.9,36,13.58
9975,84000,5.7,36,6.08
13000,70000,27.4,36,7.97
33900,79040,30,60,19.42
10000,110000,23.6,36,14.08
24000,60600,26.6,60,13.59
15000,103294,30.9,36,18.45
12000,43000,22.5,36,16.01
16800,67000,14.5,60,13.58
4800,33600,8.4,36,13.59
15000,36000,25.1,36,9.93
25000,48000,19.5,60,12.62
24000,36000,31.5,60,30.75
23000,62000,17.9,60,24.84
20000,74600,8.2,36,9.93
5000,61500,11.1,36,13.59
15000,84400,16.6,36,16.02
40000,140000,24.3,36,6.08
20000,60000,9.2,36,15.05
15200,109000,23.6,36,9.43
4800,103000,6.2,36,11.99
7500,105000,11,36,9.93
28000,120000,8.6,60,12.61
12800,160000,8.7,60,21.45
8400,160000,7.4,36,7.34
35000,60000,25.5,60,13.58
17600,30000,20.5,36,9.43
1800,60000,12.6,36,10.42
10000,68000,14.8,36,12.62
5000,48000,15.8,36,6.71
10000,1e+05,29.8,36,7.96
6000,65000,16,36,7.34
30000,85000,14.1,60,13.58
21000,108255,8.7,36,10.9
9000,170000,5.6,36,10.9
10000,160000,9.1,36,6.08
15000,1e+05,23.7,36,5.32
2500,74000,2.2,36,6.72
28000,70000,38.5,60,9.44
6000,60000,19,36,14.08
9000,193783,10.6,36,11.99
37000,42000,18.6,36,9.44
6000,53232,6.3,36,17.47
15000,75000,21.1,36,17.09
6000,51000,16.5,36,14.08
4800,40000,28.1,36,18.45
32000,98000,15.2,36,13.58
13500,104000,23.5,36,19.03
10500,190000,7.6,36,5.32
15000,63000,17.4,60,9.92
20000,69000,10.6,60,12.62
3000,15996,18.2,36,11.99
18000,114000,20.2,36,10.9
1375,55000,4.6,36,7.97
5000,75000,12.4,36,11.98
1000,41524,21.4,36,17.09
30000,60000,2.3,36,6.08
5000,72800,0.5,36,9.93
18000,70000,12,60,9.44
5000,91000,16.4,36,7.34
12500,28500,33.4,60,18.45
5000,72000,20.1,36,22.91
28000,138000,21.2,36,16.01
15250,75000,6.1,36,6.71
29450,28500,34.8,36,10.91
6800,82000,10,36,17.47
4375,135000,12.7,36,26.3
6000,36609,45.2,36,7.97
20000,69700,7,36,7.35
15000,67000,9.6,36,9.43
15000,160000,15.3,60,19.03
12000,90000,29.2,60,10.41
30550,140000,13.5,36,14.08
6000,50000,17.7,36,15.04
25000,85000,15.4,60,10.9
15000,55000,5,36,9.43
8000,50000,8,36,10.91
14000,44000,23.2,36,7.97
6000,42000,12.9,36,7.34
20000,25000,28.7,60,20.39
10500,57000,7.6,36,10.42
10000,110000,6.4,60,18.45
30000,125000,17.2,60,15.05
12000,75000,14,60,13.59
7500,2e+05,24.4,36,7.97
11000,35000,11.9,36,6.08
17000,80000,19.3,36,5.32
30000,74895,20.2,36,15.05
4800,36300,14,36,17.09
15000,40000,0.8,60,10.42
10000,60000,31.5,60,19.03
18000,1e+05,7.8,36,5.32
15000,101000,19.4,36,9.93
9600,60000,8.2,36,14.08
25000,63071,16.4,36,11.99
8000,52000,11.5,36,7.96
24350,80000,34.5,36,9.93
14000,64000,34.5,36,11.99
30000,76000,19.8,36,10.9
5000,25000,9.1,36,9.93
8000,95000,7.8,36,6.72
10000,49500,15.3,60,14.08
8500,25000,10,36,9.92
40000,166400,13.2,60,15.04
1800,27000,16.4,36,19.03
20000,75000,9.8,60,9.43
7775,32000,30.3,36,21.45
9600,60000,34.1,36,10.9
30000,152000,11.4,60,11.98
10000,41364,28.8,60,20
20000,110000,10.4,36,11.98
37000,104000,13.3,60,9.44
15000,120000,16.4,60,11.99
14000,56000,12.3,60,9.93
5000,30000,24,36,13.59
4800,70000,18.8,36,9.43
35000,104000,18.6,60,15.04
5000,28000,30.4,36,16.02
20000,65000,30.3,60,17.09
20000,39000,8.2,36,10.42
10000,55000,20.7,36,10.41
22000,35000,18.8,60,17.09
10800,50000,25.9,60,18.06
20000,85000,25.6,36,16.02
11000,35000,25.9,36,7.35
25000,69000,18.4,60,10.91
16000,40000,6.3,60,21.45
8000,50676,30.7,36,6.71
15000,63000,23.5,60,18.06
7500,86500,5.7,36,10.42
10000,65000,11.4,36,6.08
16000,57000,27.8,36,10.9
15000,53655,7,36,9.93
25000,55000,35.8,60,28.72
9000,32300,12.6,36,10.9
10000,98000,12.8,36,10.9
2000,55000,10.9,36,9.93
18000,38000,1.6,36,7.97
7000,48000,26.5,36,6.07
20000,95000,28.8,36,10.91
10000,35000,22.3,36,9.44
35000,105000,29.5,60,10.9
28000,125000,13.4,60,9.44
18000,50000,18.4,36,7.97
30000,62000,19.7,36,20
33600,72000,30.1,36,12.62
6500,32500,19.8,36,6.71
3000,142000,14,36,11.99
28000,70000,35.3,36,17.09
35000,104000,8,36,15.04
24000,69000,7.6,60,11.98
5000,60000,27.2,36,6.07
14350,30206,47.7,36,21.45
4800,53246,43.1,36,20
10050,1e+05,9.1,36,11.99
40000,120700,40.5,60,24.84
10000,2e+05,6.1,36,18.06
12000,69000,28.7,36,7.35
10000,50000,21.6,60,11.98
4000,45000,29.2,36,6.08
30000,150000,25.1,60,26.3
15000,28711,16,36,15.05
29975,109000,16.9,36,15.05
20000,54000,25.1,60,19.03
6000,60000,10.5,36,10.91
18000,180000,13.6,60,16.02
7000,150000,2,36,5.32
5000,15000,20.8,36,11.99
12000,30000,23.7,36,19.42
14500,70000,20.1,36,6.71
20000,63000,8.6,36,7.34
15000,92290,4,36,6.08
15000,45000,22.8,60,10.9
10000,41000,25.7,36,6.72
35000,138000,19.4,36,14.07
40000,56000,7.2,60,10.9
5000,25000,7.4,36,6.72
8000,68000,16,36,13.58
18000,65000,17,60,10.42
13000,52500,33.1,36,10.41
7000,80000,10.5,36,7.96
20000,45000,13.2,60,11.98
6000,45500,17.5,36,11.99
8000,48000,19,36,7.35
28000,23000,11.7,60,13.59
20000,85000,11.2,36,6.08
12000,130000,11.2,36,12.61
26400,37000,17.7,60,12.62
35000,50912,42,60,15.05
28000,50000,11.3,60,15.05
24000,140000,26.8,60,15.04
11500,34416,37.8,60,9.43
5000,34235,29.6,36,12.62
23175,125000,27,60,11.99
8000,45000,18.3,36,11.99
12250,35000,30.8,36,14.08
40000,1e+05,16.3,36,5.32
24000,103000,27.4,60,14.07
6000,72550,2.8,36,10.9
4000,55000,21.8,36,18.45
3000,95500,16.4,36,18.06
10000,15000,29.1,36,6.72
14000,59000,25,60,19.42
20000,175933,17.5,36,9.92
16000,113409,19.9,36,10.42
29000,65000,21.2,60,7.35
35000,60000,7.6,60,14.08
9600,85000,22.9,36,14.08
18000,150000,12.9,36,5.31
35000,130000,39.5,36,15.05
25000,70000,20.5,60,14.08
17000,1e+05,6,60,11.99
10000,78000,19.3,36,7.96
10000,106500,10.3,36,7.96
15000,60000,4.9,60,9.44
35000,134315,29.4,36,13.58
5000,45000,7.3,36,7.34
15000,89000,11.8,36,5.31
4000,57500,16.2,36,6.71
20000,102000,2.2,36,5.31
20000,112700,9.1,36,11.99
10000,96000,9.4,36,6.72
30000,112500,19.4,36,11.99
5000,52000,21.4,36,5.32
10000,177000,17.1,60,12.61
4200,34500,6.4,36,10.42
16025,15000,6.8,60,23.88
10000,65000,26.4,36,6.72
10000,75000,27.2,60,14.07
17000,88000,13.5,60,9.44
10000,45000,33.4,36,17.09
28800,180000,19.1,60,12.62
30000,77900,34.6,36,19.42
10000,34000,13.7,36,10.91
16000,90000,24.6,60,14.08
10000,80000,22.4,36,6.72
10000,108000,4.6,36,10.42
35000,80000,29.3,60,21.45
36000,49000,10.8,60,16.01
24000,93600,15.8,36,11.98
12000,50000,26,36,13.58
35000,98000,22.9,60,17.47
8000,70000,14.1,36,16.02
4000,50000,3.4,36,5.32
3000,50000,25.3,36,11.98
10000,25000,32.1,36,13.59
9600,45000,18.2,36,14.08
6000,175000,8.9,36,9.44
16000,118000,12.5,36,10.41
10500,105000,12.5,36,9.92
25000,159000,12.4,60,15.05
21600,74000,19.8,60,9.44
4000,43000,4,36,12.61
15000,90500,15.9,60,21.85
22600,78000,30.1,60,30.17
15000,115000,12.8,36,19.42
5000,56000,22.3,36,10.42
32000,120000,4.8,60,14.08
40000,128000,24.8,60,11.99
36000,120000,26.2,36,6.08
8600,55000,7.3,36,13.58
30000,115000,18.4,60,10.42
18200,73623,17.7,60,9.93
6500,32500,9.9,36,10.9
27000,60705,28.9,36,14.08
25000,70000,27,36,6.07
30000,70000,9.5,36,10.91
24000,62000,19.8,36,9.44
20000,55000,45.5,60,26.3
9000,40000,6.7,36,11.99
32000,50000,33.7,36,9.43
20000,48000,15.7,60,21.45
9500,42000,23.2,36,14.08
25000,72000,24.8,36,9.44
8000,48450,20.2,36,17.09
40000,72200,50,60,21.85
8400,32000,9.3,36,17.09
10000,95500,31.3,36,14.08
25000,80000,17.9,36,13.58
4000,65000,5.1,36,5.32
10000,1e+05,4,36,12.62
12000,59000,10.9,36,9.44
28000,50000,13.7,60,14.07
8000,55000,18.8,36,10.9
30000,60000,27,36,14.08
6400,71000,18.6,36,7.97
30000,75000,4.1,60,14.07
20000,1e+05,9.7,60,13.58
10000,108000,19,36,6.72
20000,60000,11.7,60,16.02
16000,76000,8.3,36,5.32
5000,130000,12,36,7.96
15000,70000,14,36,20.39
4500,80000,10.4,36,9.93
16000,118000,18.5,60,18.06
35000,70000,21.1,36,23.88
5475,20000,11.3,36,20.39
6000,35000,20.2,36,12.61
14400,35000,35,36,14.08
20000,128000,16.3,36,10.41
10000,55000,36.2,36,19.03
10000,60000,15.2,36,6.08
10000,22000,12.1,36,10.91
12000,50000,15.2,36,7.35
10000,45000,21.8,36,6.71
10000,48000,30.9,36,10.91
7200,35000,19,36,15.04
9200,90000,37,36,12.61
15000,40000,16.6,36,11.98
18000,38500,35.6,36,14.07
3800,1e+05,9.6,36,5.31
35000,45000,44.1,36,12.61
3725,32000,34.4,36,20
10000,82000,0.7,36,10.9
30000,65000,22,60,25.82
19100,56000,22.8,60,9.44
16000,38560,17.8,36,6.08
5000,50000,7.6,36,7.96
35000,82048,30,36,17.09
6000,40000,9.7,36,10.41
15000,60000,39.3,36,10.9
18000,58000,12.4,60,17.09
10000,50000,13.1,36,11.98
40000,125000,7.2,60,13.59
3200,30000,11.3,36,12.62
19200,35000,24.9,36,18.06
12800,83000,16,36,6.71
10200,30000,22.6,36,17.09
26450,88500,24.4,60,16.01
9000,80000,7.7,36,10.42
30000,55000,11.6,36,18.06
15000,50000,12.9,36,7.35
20500,53000,32.1,36,12.62
18000,60000,8.3,60,9.44
20000,55296,24.3,60,21.85
30000,106000,11.3,36,11.99
5000,50000,18.8,36,7.97
3600,41000,16.6,36,16.01
4000,26000,43.2,36,20.39
10000,83000,12.6,60,10.9
11000,38000,24.4,36,13.58
20000,89000,21.4,36,18.06
40000,106000,16.9,60,11.98
13500,30000,14.5,36,5.31
24000,110000,22.1,36,7.97
30000,89748,17.2,36,19.03
6000,60000,2.8,36,6.07
40000,55000,28.4,36,14.08
12000,34000,13.2,36,10.91
4000,86000,10.8,36,6.71
18000,104000,31.4,36,10.9
9600,72000,23,36,19.42
30000,63000,14.8,60,25.81
20000,50000,34.2,36,13.59
17575,97500,31.4,36,5.31
2600,32000,10.6,36,12.62
3500,83000,26.1,36,12.61
25000,1e+05,11.5,36,10.42
15000,58000,23.4,36,10.91
13175,1e+05,9.7,36,21.45
20000,71000,29.7,60,11.98
8550,97000,11.2,36,9.93
30750,68353,16.1,36,25.82
21200,52279,18,36,10.42
15000,60000,34.1,36,12.61
19000,54000,28.2,60,25.82
10000,42000,22.1,36,6.71
4975,12000,10.3,36,16.01
5550,110000,34.2,36,21.45
10500,40400,27.2,36,5.32
25000,115000,23.9,36,6.72
10000,36000,6.1,60,12.62
15000,115000,23,36,9.93
16000,70000,0,36,10.42
14000,56000,9.8,36,12.62
4000,118000,8.4,36,17.09
24000,105000,22.1,60,28.72
14000,85000,9.8,36,6.08
6500,71487,18.5,36,10.42
3200,27480,24.9,36,16.01
15000,50000,25.1,36,7.97
19000,65000,22.5,36,11.99
22000,120690,12.9,60,15.05
11100,80000,20.8,60,21.85
8000,60000,12.3,36,10.9
23000,97000,7.3,36,5.31
9000,109992,2.2,36,10.42
18000,125000,5.4,36,6.07
12000,40000,6.9,36,7.35
4650,52500,9.9,36,6.71
18000,50000,25.2,36,7.97
6000,45000,13.8,36,10.42
40000,161000,20.2,60,11.99
30000,50000,30.3,60,15.05
30000,170000,27.6,60,28.72
24000,105832,10.5,36,6.72
9100,42000,15.7,36,26.77
7000,94966,10.5,36,6.08
10000,55000,22,36,16.01
16000,105000,17.8,60,19.03
20000,60000,16.4,36,9.44
40000,151500,11.8,36,5.31
9000,56000,28.6,36,9.43
7800,65000,16.8,36,9.43
25000,75000,31,36,25.82
35000,98000,17.7,60,11.98
14000,38700,29.2,36,7.97
40000,60000,15,60,13.58
13175,72000,30.1,36,9.92
5600,120000,14,36,16.02
25000,120000,4.8,36,5.32
10000,80000,16.7,36,7.35
12500,68000,19.2,60,11.99
23000,80000,8.8,60,11.98
18000,110000,17.4,36,10.91
20000,120000,18.8,36,6.07
35000,78000,14.3,60,19.42
40000,86000,20.3,36,5.32
10000,41000,16.9,60,14.08
15000,90000,10.1,36,6.07
9125,54000,25,36,15.05
12000,50000,23.4,60,24.84
8300,33996,4.4,36,14.07
17150,60000,17.9,36,12.62
3000,60000,16.2,36,10.9
12000,92000,15.7,60,17.09
16000,87000,32.7,60,14.08
11000,80000,15.9,36,18.06
35000,68000,41.4,36,10.41
23000,125000,14.9,60,12.62
12675,52000,21,36,10.41
8000,20000,17.2,36,9.44
5500,49000,17.2,36,10.42
36025,179443,28.1,36,10.91
20000,112029,11.5,36,13.59
15000,34000,30.3,60,12.62
4500,43000,18.1,36,6.08
13000,61175,6.4,36,9.44
2800,24000,5.7,36,14.07
12000,45000,44.3,36,11.99
20000,110000,33.6,60,13.59
3000,30000,31.2,36,9.44
18200,93000,9.6,36,7.96
10000,40000,15.2,36,6.72
16225,72320,14,60,12.62
3000,58764,26.6,36,10.9
6000,48000,27.9,36,7.34
15000,75000,17.8,60,18.06
12000,150000,7.2,36,21.45
18450,45000,9.8,36,6.71
5000,89000,6.3,36,9.93
16600,35000,43.4,36,7.34
5000,40000,0.8,36,11.99
6000,56000,28.7,36,9.43
10500,86000,27.7,36,10.91
5000,52000,27.8,36,9.92
9000,128000,14.8,36,10.41
30000,120000,17.8,36,7.34
10000,25000,9.1,36,11.99
8000,60000,22.6,36,9.93
13000,30000,14,36,9.93
2000,42000,17.7,36,17.09
8000,27703,8.2,36,6.72
12000,22000,4.1,36,6.72
14300,55000,5,60,13.58
12000,80000,9.4,36,6.72
20000,110000,11.6,36,11.98
2200,60000,7.6,36,6.08
35000,165000,16.6,60,19.03
17500,150000,9.7,60,24.85
3500,104177,13.4,36,14.08
20000,70000,8,36,10.42
25000,20600,25.2,36,7.96
35000,60000,33.9,60,19.03
25000,101000,15.8,60,19.42
3000,93000,13.2,36,9.93
10000,42000,14.6,36,13.58
20000,45576,4.3,36,10.9
37025,110000,31.9,36,7.96
14900,95000,30.1,60,10.42
21075,85000,21.5,36,20
20000,28000,31.8,60,19.03
20000,90540,15.9,36,14.07
5000,57000,15.5,36,6.08
10000,68000,17.1,36,7.97
25000,40000,19.4,60,23.88
18000,1e+05,12,36,10.42
12000,40000,19.3,36,7.35
5000,38000,19.7,36,14.08
4800,43000,14.2,36,7.35
4900,45000,37.5,36,7.35
19000,101000,11.2,36,13.58
35000,82000,24.5,36,16.02
29800,56000,19,60,25.81
5000,30000,25.2,36,15.04
35000,2e+05,5.4,60,10.42
6000,103000,12.4,36,13.59
15000,51883,22.3,36,14.08
8000,42000,26.7,36,6.72
8000,109000,15.1,36,20
18000,68000,13.4,60,9.93
15000,78000,27.8,36,10.42
30000,95000,28.7,36,11.99
11500,35000,18.4,36,11.99
20000,45000,20,36,10.91
9000,70000,19.4,36,7.97
15000,54000,25.1,60,10.9
10000,50000,8.6,36,6.08
4000,38000,15,36,19.42
24000,68000,26.1,36,13.59
7000,55000,14.3,36,17.09
8000,87000,18.5,36,14.07
29975,47000,26.6,36,20
1200,32000,8.7,36,19.03
20000,145000,8.5,36,9.92
15000,125000,2.2,36,6.07
10000,67000,15.5,36,18.45
15000,50000,26,36,7.35
20000,105000,14.3,36,7.96
30000,2e+05,7.4,60,14.08
8000,130000,6.1,36,6.08
12000,50000,26.8,36,10.42
10000,40000,22.4,36,6.07
11000,32000,14.5,36,10.91
10000,87600,20,36,9.92
7000,64000,18,36,6.08
20000,55000,5.9,60,9.43
30000,160000,7.4,36,7.35
17500,77400,15.1,36,12.61
16000,45000,27.6,36,9.93
40000,87500,0.3,60,15.05
40000,90000,22.7,60,13.59
5000,32000,11.4,36,20.39
12000,50160,29.4,36,11.98
3000,30000,19.8,36,15.05
4800,33000,33.4,36,10.42
1550,55000,21.6,36,9.93
20000,92000,24.5,36,20
16000,93000,9.9,36,11.99
26600,43000,35.8,36,14.08
4000,55000,21.4,36,6.71
10000,34000,27.9,60,7.97
30000,80000,26,60,14.07
16000,130000,18.9,36,5.32
28000,65000,27.4,36,17.09
20000,90000,13.6,36,7.34
12000,21444,14.4,60,17.09
25000,81000,7.3,60,12.62
28000,115000,15.3,60,28.72
12000,50000,29.3,36,14.08
16550,90000,16.1,36,7.35
17600,35000,40.1,60,24.84
24000,35000,14.2,60,25.82
5300,67760,30.7,36,9.43
10000,31280,1.8,60,15.05
11000,33000,33.7,36,9.92
7500,54000,13,36,10.42
15000,123000,15.6,36,6.72
26275,52000,14.5,36,9.92
12000,24720,18.7,36,12.62
16000,80000,24.1,60,19.42
10000,46000,19.4,36,10.91
20000,60000,19.3,60,18.45
24000,73000,17,36,9.44
18000,60000,24,36,5.31
10000,33000,4.7,36,7.34
13500,28000,15.6,60,29.69
1000,65000,16.8,36,16.02
19000,92000,15.3,36,6.72
35000,144000,22.4,60,25.81
11200,65700,14.1,36,5.32
28000,58000,25.4,60,20.39
10000,55000,15.8,36,19.42
35000,190000,25.6,36,13.59
26000,105000,24,36,10.91
8000,25000,18.3,36,6.71
15000,61000,20.9,36,7.34
16000,150000,9,60,7.96
6000,46000,34,36,6.72
15000,40000,5.5,36,6.08
10000,49500,23,60,18.45
15000,125000,6.1,60,13.59
20000,90000,15.4,36,10.42
16000,165000,15.7,60,9.44
15000,60000,37.1,36,9.93
6300,40000,25.2,36,7.34
30000,76500,24.8,60,9.43
11000,48000,24.8,36,7.97
20000,144000,13.4,36,6.08
2500,40000,0.4,36,10.41
15000,70000,16.8,36,10.9
38000,88300,7.4,60,7.34
28000,80000,5.2,60,16.02
7200,60000,12,36,11.98
40000,155000,15,36,6.08
22000,69467,17.7,36,5.32
36000,78000,22.1,60,9.93
30000,120000,27.5,60,13.59
20000,36000,31.9,36,9.44
8000,64000,15.5,36,10.91
15850,41000,25.8,60,9.93
16000,128000,15.8,60,21.85
13425,120000,40.7,36,21.85
14000,70000,9.9,36,10.91
32000,151000,1,60,13.59
20000,130000,10.3,36,12.61
20000,185000,19.9,60,12.62
3000,115000,16.9,36,16.02
5000,45000,13.3,36,10.42
4800,65000,11.7,36,20
7225,38000,19.5,36,13.58
15000,30000,2.7,60,12.61
10000,75000,8,36,6.08
2400,110000,26.1,36,13.58
8000,1e+05,29.6,36,7.96
20000,85000,20.2,36,11.99
8000,55944,28,36,16.01
24000,192000,11.1,36,6.72
16000,90000,16,60,17.09
30000,1e+05,5.9,60,14.08
20000,54000,19.8,60,7.34
4900,34000,33.8,36,7.97
9000,58000,19.3,36,6.72
21000,72000,14,36,15.04
5625,15000,36.9,36,7.96
10000,95000,20.9,36,6.08
5000,90000,19.6,36,6.08
22875,67500,28.4,36,18.45
20000,80000,17.7,36,7.97
24000,118000,6.7,60,9.44
10000,43600,44.2,60,10.42
6000,20000,37.4,36,7.35
10000,64000,12.4,36,10.91
24000,59000,37.9,36,7.97
25000,150000,17.8,36,10.41
15000,55000,36.9,36,21.45
15000,120000,8.6,36,5.32
14000,80000,30.9,60,15.05
13200,61000,2.3,60,18.45
35000,112000,11.2,36,12.61
20000,90000,13.4,60,21.45
12000,55000,24.1,60,9.44
11500,94000,3.5,36,16.02
6000,70000,19.4,36,7.34
28000,130000,16,60,7.96
21675,59000,24.4,60,13.58
5000,70000,29.4,36,9.93
13000,63000,1,36,13.59
8800,50000,29.2,36,10.41
10000,80000,25.7,36,10.41
30000,1e+05,15.7,36,21.85
24000,160000,8.7,36,9.93
7200,23000,34.2,36,11.98
6000,40000,13.2,36,9.44
2000,90000,3.1,36,6.08
20000,120000,7.3,36,7.35
2000,76892,30.7,36,17.09
10000,130000,12.8,36,15.05
4000,62000,11.9,36,10.42
6000,1e+05,8,36,7.96
30000,72000,18.4,36,15.05
40000,160000,8.8,36,7.97
9000,46000,15.4,36,13.58
9000,60000,9.1,36,9.43
4200,46500,10.7,36,19.03
7000,42000,36.3,36,9.44
6000,40000,12.5,36,11.99
6700,76000,11.3,36,10.41
1000,13000,31.1,36,9.92
15000,26000,15.2,36,7.97
18000,50000,28.7,36,9.43
4000,48000,3.4,36,6.72
10000,32000,7.2,36,15.04
12000,65000,15,36,9.44
16800,75000,20.5,36,10.91
15000,53000,32.4,36,16.01
23525,58000,38.5,36,10.41
30025,62400,35.4,36,16.01
4725,60000,31.7,36,14.08
7200,44000,20.6,36,7.34
5000,68000,13.1,36,7.97
40000,125000,21.8,36,6.08
24000,115000,16.3,36,9.43
20000,71500,31.8,60,11.99
25000,84000,17,60,15.05
25000,96500,10.9,60,11.99
15000,28000,33.8,36,20
16000,75000,24.4,36,7.35
20000,39400,10.9,36,9.43
15000,40296,28.2,36,11.99
7500,32344,25.4,36,18.45
3000,45000,37.6,36,15.05
2500,70000,9.5,36,9.43
10000,58000,10.3,36,9.93
15600,66000,20.8,60,13.59
8000,80000,18.7,36,5.32
10000,58000,10,36,16.02
8000,38000,33.4,36,10.41
10000,54000,8.4,36,10.42
10800,42000,24.5,36,7.35
14400,72000,24.6,36,11.99
16800,45000,24.7,60,13.58
10000,60000,11.7,36,5.31
12000,60000,23.9,60,11.99
6000,18375,23.6,36,25.82
16000,105000,13.8,60,11.98
15000,90000,27.5,36,5.31
16000,40000,31.6,36,15.05
28000,109600,25.5,60,10.42
30000,121000,16.1,60,9.92
40000,118000,19,60,10.42
15000,37000,29.5,36,12.62
25000,58240,12.8,36,6.71
7200,71000,25.6,36,10.91
16800,93500,15.9,60,11.99
8000,45000,28.8,36,19.03
8000,70000,31.2,36,13.59
2000,65000,13,36,6.71
6025,29000,30.5,36,16.01
10000,51000,9.8,60,15.05
30000,75000,19.1,60,23.88
10000,75000,10.9,36,12.61
2400,28000,16.9,36,22.9
32000,140000,11.4,36,12.62
16000,40000,23.2,60,18.45
1500,17500,16,36,11.99
1000,126000,10,36,18.06
26000,86110,16.2,36,6.72
15000,70000,7.9,36,17.47
10000,47000,7.6,36,6.08
23200,96000,1,60,16.02
38225,154000,10.2,36,6.07
