Language;Tweet;Benefit;Concern;Perception-Fight-climate-change;Perception-Climate-friendly-technology;Perception-Extensive-R&D-needed;Perception-Better-options-than-CCS;Sentiment;Relatedness;Comment
en;"'Gains are available in carbon capture and emissions control that can make fossil fuels less ecologically threatening and hopefully not ecologically threatening at all.' @MiltonEzrati 
https://t.co/0bptp2GFzn
@TheSWPrincess @PrincessBravato @Monaheart1229 @MrSoNso21 @JMPyper";None;None;None;None;None;None;Neutral;;
de;"@KatjaRietzler @DEU_Arclight @schnellenbachj From my personal point of view, it will only work with AWKs and natural gas/e-fuels with the corresponding carbon capture systems.
Coal is already ecological barbarism from the point of view of heavy metal and radioactive emissions. I don't understand the Greens here.";None;None;None;None;None;None;Neutral;;
de;"@Frank59749516 @HolzheuStefan Cherry picking to make e-fuels look as good as possible
VLh too high for Chile
VLh for Germany too low and calculated with outdated systems
16 kWh for 1L too low because carbon capture is not taken into account";None;None;None;None;None;None;Neutral;;
en;"@alex_avoigt ""oops yet another airplane crashed due to hydrogen embrittlement after the wings fell off"" ðŸ¤¦ðŸ¼â€â™€ï¸
Hydrogen ""fuel"" is stupid! Airplanes store fuel in the wings, and every kg of mass matters. A much better idea is synthetic fuels from direct carbon air capture powered by nuclear energy";None;None;None;None;None;None;Neutral;;
en;"@Calixlimited is pleased to announce that @Leilac_Global has signed an MOU with @heirloomcarbon for a global licence and collaboration agreement for the use of Leilacâ€™s kiln technology in Heirloomâ€™s #DAC solution.
#netzero #CDR #CCUS #CCS
https://t.co/0Dabsg7KCr";None;None;None;None;None;None;Neutral;;
ja;Our corporation will support Kumamoto City's Construction Career Up System (CCUS) new registration, change of registered contents, registration necessary for on-site operation, etc. Please feel free to contact us. #Kumamoto CCUS #Kumamoto construction industry #Kumamoto city #Administrative scrivener corporation;None;None;None;None;None;None;Neutral;;
en;"[News] Nagoya University to join other national universities, two industrial partners in developing new low energy carbon capture system.
https://t.co/Ub7cuaakxu https://t.co/lYvL7RAeEH";None;None;None;None;None;None;Neutral;;
en;Petronas inks two agreements with ExxonMobil to pursue carbon capture and storage projects in Malaysia   https://t.co/4orsDPcKYh;None;None;None;None;None;None;Neutral;;
fr;@PhilGood_Inc 1. You are mixing CCUS and DAC and associating DAC with SRM talking about geo-engineeringâ€¦ As for blue hydrogen, it is not an outlet for CO2. It is simply hydrogen produced by steam reforming natural gas, whose CO2 emissions have been captured by CCUS.;None;None;None;None;None;None;Neutral;;
en;We need to bring about powerful new technologies that capture carbon. I suspect the first such product will come out of the protein engineering space. ðŸ‘€. Burning carbon isnâ€™t a problem if you can put it back in the ground with a fraction of the energy you spent burning it. https://t.co/B8bKIzuTkJ;None;None;None;None;None;None;Neutral;;
en;@Thepadre13 Reacquainting myself with offshore drillers, coming up the curve on CCUS and carbon markets;None;None;None;None;None;None;Neutral;;
en;"One way to decarbonize pyrolysis is to capture carbon dioxide that is generated during the process and store it underground via biochar, a process known as carbon capture and storage (CCS). 
Pyrolysis will be part of a circular economy approach, where https://t.co/1MfCbHflibâ€¦ https://t.co/7sbmWY35EC https://t.co/di0tu4XlHO";None;None;None;None;None;None;Neutral;;
en;"Insights from the BloombergNEF Barrel of Tomorrow event in Houston:
How? pretty easy to get to carbon-neutral oil through CO2 EOR as Oxy is already doing. By implementing further CCUS pathways can get to carbon-negative. 
Or maybe the barrel of tomorrowâ€¦https://t.co/wlDllMvuXv";None;None;None;None;None;None;Neutral;;
en;How Medicine, Batteries and Carbon Capture Benefit from Generative AI https://t.co/9Fi9YUqIvd;None;None;None;None;None;None;Neutral;;
en;What are the benefits of carbon capture, use, and storage (CCUS) technologies? Find out more about the latest cleantech trends in our recent quarterly insights. https://t.co/c9ecRVnBW4;None;None;None;None;None;None;Neutral;;
de;Do you have unavoidable sources of CO2 emissions in your production processes? Then you might be interested in the federal government's latest plans for CCUS (Carbon Capture Use and Storage). More info at: https://t.co/T3HqLlxPI8 https://t.co/AG1Eb5aqGh;None;None;None;None;None;None;Neutral;;
en;# Emergency EU action urged as executives fear permanent shutdown of many smelters ðŸŠðŸ‡ðŸ“ðŸ¬ðŸ«ðŸ¿ðŸ©ðŸªðŸ’ðŸˆðŸ¥‘ðŸ³ðŸ¥šðŸ¤ðŸ’ðŸŠðŸ¯ðŸžðŸ¥ðŸ¥–ðŸ¥žðŸ¯Plus, big wins for solar and carbon capture tech in US climate bill;None;None;None;None;None;None;Neutral;;
en;"Oil Sands, the Just Transition, and why Prime Minister Trudeau should not help fund carbon capture projects in Alberta until changes are made.
Interview with Markham Hislop, CEO, publisher and journalist at @EnergiMedia.
@politicalham 
https://t.co/otmmF2HO9B https://t.co/xrgqYrbheE";None;None;None;None;None;None;Neutral;;
en;@altNOAA Also tired of hearing of â€œcarbon capture technologyâ€ as a solution when the *OCEANS* are doing the only significant carbon capture of CO2 at this point. And the fossil fuel companies KNOW THAT.;None;None;None;None;None;None;Neutral;;
ja;What is CCS?ã€€CCS (Carbon Capture and Storage) is to separate the large amount of CO2 generated by burning fossil fuels in coal-fired power plants etc. from the exhaust gas and store and isolate it underground or deep in the ocean. This method is an effective means of preventing an increase in CO2 in the air.;None;None;None;None;None;None;Neutral;;
en;Webinar on Carbon Capture and Storage (#CCS), including #BECCS, 30 January - book your free ticket now: https://t.co/UGFkrMC8ocâ€¦ with speakers from Biofuelwatch, @corporateeurope https://t.co/U2o8nJFz9i;None;None;None;None;None;None;Neutral;;
en;Value Maritime Completes Carbon Capture Retrofit on EPS Tanker https://t.co/RWCaBUJktw #bunkerfuel;None;None;None;None;None;None;Neutral;;
ja;"[Miyazaki Prefecture] Trial expansion of CCUS, for all construction work of the Prefectural Land Development Department |
https://t.co/HeH7DEpygs";None;None;None;None;None;None;Neutral;;
de;@SchefferMarian @Indi0112 @Cleanthinking No, it's called CCU (Carbon capture and utilization). Otherwise hydrogen or ammonia. No CO2 is produced there;None;None;None;None;None;None;Neutral;;
en;"@molszyns @Rory_Johnston Step 1: Some firm or facility spends on CCUS (maybe even enough that well to refinery gate emissions are at or zero).
Step 2: The fed government changes policy from ""net zero"" to ""net zero, including downstream.""";None;None;None;None;None;None;Neutral;;
ja;"Direct fixation technology by CO2 mineralization, exhaust gas CO2 recovery technology and application examples of Mitsubishi Heavy Industries Engineering, trends in Toshiba Energy Systems' CCUS project, current situation surrounding carbon dioxide production and CO2 separation and recovery technology from low-concentration CO2 exhaust gas, etc. I will explain in detail about.
https://t.co/PP4PzLzqvw";None;None;None;None;None;None;Neutral;;
en;"#Petrobras $PBR.A $PBR $PBRA Breaks carbon capture, use & storage record.
In 2022, 10.6 million tons of CO2. Petrobras re-injected equivalent to 25% of the global industry total according to the Global CCS Institute. The largest recycling operation of carbon dioxide in the world https://t.co/dx2r3oa5yo https://t.co/kdbJXOxH1O";None;None;None;None;None;None;Neutral;;
en;"#CarbonCaptureGrifters #WorkingtheCarbonCaptureGrift with #CCUS.
#GriftersGonnaGrift https://t.co/b76EbpV0IB";None;None;None;None;None;None;Neutral;;
de;,A very descriptive thread by @MEVorrath on the difference between Carbon Dioxide Removal (#CDR) and Carbon Capture & Storage (#CCS). Very worth reading! â¬‡ï¸ðŸ™‚ https://t.co/tiI9MEwDhI;None;None;None;None;None;None;Neutral;;
en;"@saskatchewan_in @jonbingnj I worked at Ipsco in #Regina and on  the failed #SNC carbon capture project at Boundary Dam in #Estevan
Folks in #Saskatchewan have always impressed me with their common sense. I have lived and worked in eight provinces #Canada";None;None;None;None;None;None;Neutral;;
en;CGG and Kent partner up for hydrogen and CCUS https://t.co/EPwkM6tTwI;None;None;None;None;None;None;Neutral;;
en;"@MikeyGoldthorp @lesleybonarius2 @turbotechdog The headline says pasture-fed but article includes ranching, for example.  
The pasture focused claims aren't about the feed but the habitat loss and carbon capture opportunity cost?
Seems inarguable to me that a rather barren landscape  of pasture lacks biodiversity vs woodlnd";None;None;None;None;None;None;Neutral;;
en;"@TimNeale1 The paper concludes that ""SOC sequestration is not up to the challenge"" - for global carbon capture as a climate solution. They say that SOC saturation is biggest reason why it doesn't always help. The paper doesn't not support your inference.";None;None;None;None;None;None;Neutral;;
en;MIT Team Makes a Case For Direct Carbon Capture From Seawater, Not Air https://t.co/uI150XdAlm;None;None;None;None;None;None;Neutral;;
en;Money Is Pouring Into Carbon Capture Tech, But Challenges Remain https://t.co/i89oTH9ZRY via @YouTube #carboncapture #technology #environmental;None;None;None;None;None;None;Neutral;;
de;About the 'sweet temptation' of permanent, underground #CO2 storage that needs smart regulation: Enlightening @tazgezwitscher article by @FelixSchenuit on the helpful potential and necessary conflicts of carbon capture and storage (1/2) https://t. co/YApMTgHNHD;None;None;None;None;None;None;Neutral;;
ja;Amine-based solvents are often used in current practical level CCS (Carbon Capture and Storage) plants, but I personally accepted them without any particular doubts or concerns.;None;None;None;None;None;None;Neutral;;
en;Could CCUS and hydrogen production be the key to stopping the offshoring of Canadian oil and gas production and GHG emissions to other countries? read more on @BOEReport article: https://t.co/tAy062BdqF #hydrogen #oilandgas #emission;None;None;None;None;None;None;Neutral;;
de;A group organized by the #TaiwanðŸ‡¹ðŸ‡¼ Carbon Capture Storage & Utilization Association visits a CCSU demonstration project in #JapanðŸ‡¯ðŸ‡µ. https://t.co/FxHzdoOYeh;None;None;None;None;None;None;Neutral;;
de;Eastern Pacific installs first-of-its-kind carbon capture solution onboard MR tanker https://t.co/FsoCI5KcmA lÃ¤hteestÃ¤ @splash_247;None;None;None;None;None;None;Neutral;;
de;@GerhardMaier_ @MSeitl @KlimaVorAcht @MarcusWadsak And it's well worth seeing, for example the article on Carbon Capture on Saturday: https://t.co/Z5y7vrQted;None;None;None;None;None;None;Neutral;;
en;"@MuskUniversity @elonmusk Plants, the vegetable kingdom, is the most efficient energy capture system for Sun, as it will transform it into:
- Food
- Higher cross/section carbon energy: wood
The builders of the Solar System are much more advanced than we will ever probably be.";None;None;None;None;None;None;Neutral;Not related;
ja;"@skyred001 @Rosa_OHMSS_SIS Introducing the current status of development and implementation of ""#carbon recycling"" that reuses CO2 as a resource. #Carbon Neutral #CCUS #FH2R #Global Warming Countermeasures #Energy Agency PR https://t.co/F2OPBctFru";None;None;None;None;None;None;Neutral;;
en;"Global #investment in carbon capture and storage projects hit $6.4 bn in 2022: @KAPSARC official 
Read more: https://t.co/s6fEvO1CUK https://t.co/fCnE4o5Dqf";None;None;None;None;None;None;Neutral;;
en;"@_david_ho_ There's many technical and economic reasons and differences but this is basically the reason why so many carbon capture projects have been EOR. 
Unless you pay or force firms to store CO2 they won't. If you care about climate, you should want policies to make sure they do.";None;None;None;None;None;None;Neutral;;
